rank;name;headquarter;category;description;link;year;plz;kanton;lan;lon
83;Telormedix SA;Bioggio;Biotech;Targeted immunity in the treatment of cancer and other diseases;https://www.top100startups.swiss/Telormedix;2012;6934;TI;8.912731675;46.01513493
84;Teralytics AG;ZÃ¼rich;ICT;Turning complex data into valuable information;https://www.top100startups.swiss/Teralytics;2012;8002;ZH;8.532739248;47.36007156
85;greenTEG AG;RÃ¼mlang;Cleantech;Experts in thermal sensing solutions for research & industry;https://www.top100startups.swiss/greenTEG;2012;8153;ZH;8.528807372;47.44750791
86;senozon AG;ZÃ¼rich;ICT;Managing the development of MATSim, the worldwide leading agent based transport simulation;https://www.top100startups.swiss/senozon;2012;8002;ZH;8.532739248;47.36007156
87;Slyde Watch SA;Luins;Engineering;The SLYDE concept is a revolutionary watchmaking experiment combining a high-technology product and an internet platform.;https://www.top100startups.swiss/Slyde;2012;1184;VD;6.275362599;46.44145879
88;The Thingle Group AG;ZÃ¼rich;ICT;Discover, collect and share the things you are passionate about.;https://www.top100startups.swiss/Thingle;2012;8002;ZH;8.532739248;47.36007156
89;Augurix Diagnostics SA;Monthey;Medtech;Companion diagnostics devices for gastroenterology, focused mainly on Celiac Disease and IBD;https://www.top100startups.swiss/Augurix;2012;1870;VS;6.897152414;46.23882604
90;Edimer Biotech SA;Epalinges;Biotech;Significant and durable improvement in the health and quality of life to future generations affected by the rare genetic disorder, X-linked Hypohidrotic Ectodermal Dysplasia (XLHED).;https://www.top100startups.swiss/Edimer;2012;1066;VD;6.668508946;46.55070386
91;Elmove AG;ZÃ¼rich;Cleantech;Innovative electric mobility solutions.;https://www.top100startups.swiss/Elmove;2012;8002;ZH;8.532739248;47.36007156
92;RedElec Technologie SA;Monthey;Engineering;Electrochemical technology for redox transformations;https://www.top100startups.swiss/RedElec;2012;1870;VS;6.897152414;46.23882604
93;sensecore AG;ZÃ¼rich;Biotech;Biomedical monitoring tools in the fields of sport and healthcare.;https://www.top100startups.swiss/Sensecore;2012;8002;ZH;8.532739248;47.36007156
94;ServiceHunter AG (quitt.);ZÃ¼rich;ICT;Easily register and administrate your domestic help.;https://www.top100startups.swiss/ServiceHunter;2012;8002;ZH;8.532739248;47.36007156
95;SuitArt AG ;ZÃ¼rich;ICT;Franchising System for Custom-made Men's Suit.;https://www.top100startups.swiss/SuitArt;2012;8002;ZH;8.532739248;47.36007156
96;TrekkSoft AG;Interlaken;ICT;SaaS solution for tour and activity companies;https://www.top100startups.swiss/TrekkSoft;2012;3800;BE;7.865961168;46.68673793
97;AirWinder Suisse SÃ rl ;;Engineering;ZERO-maintenance pneumatic bicycle tires;https://www.top100startups.swiss/AirWinder;2012;#NV;#NV;#NV;#NV
98;Mabimmune AG (merged with Neurimmune);Schlieren;Biotech;Developing immune agonists with best-in-class therapeutic indices;https://www.top100startups.swiss/Mabimmune;2012;8952;ZH;8.449001596;47.39503416
99;Cilag GmbH International (former Covagen AG) ;Schlieren;Biotech;Creating the next generation of biologics;https://www.top100startups.swiss/Covagen;2012;8952;ZH;8.449001596;47.39503416
100;Luciole Medical AG (former NeMoDevices AG);ZÃ¼rich;Medtech;Innovative neuromonitoring systems;https://www.top100startups.swiss/LucioleMedical;2012;8002;ZH;8.532739248;47.36007156
1;Optotune AG;Dietikon;Engineering;Inexpensive, scalable, precisely focus tunable lenses based;https://www.top100startups.swiss/Optotune;2011;8953;ZH;8.398064875;47.40203665
2;Dacuda AG ;ZÃ¼rich;ICT;Scanning redefined;https://www.top100startups.swiss/Dacuda;2011;8002;ZH;8.532739248;47.36007156
3;Doodle AG ;ZÃ¼rich;ICT;Easy scheduling;https://www.top100startups.swiss/Doodle;2011;8002;ZH;8.532739248;47.36007156
4;Lemoptix SA;Lausanne;Engineering;Development of next generation optical MEMS (micro-electro-mechanical systems) for mobile applications.;https://www.top100startups.swiss/Lemoptix;2011;1011;VD;6.643319582;46.52555634
5;Poken SA (acquired by GES);Lausanne;ICT;Collect people and things with a touch;https://www.top100startups.swiss/Poken;2011;1011;VD;6.643319582;46.52555634
6;InSphero AG;Schlieren;Biotech;Market leader in 3D cell culture;https://www.top100startups.swiss/InSphero;2011;8952;ZH;8.449001596;47.39503416
7;Finity SA (former paper.li);Lausanne;ICT;Create your newspaper;https://www.top100startups.swiss/Smallrivers;2011;1011;VD;6.643319582;46.52555634
8;HouseTrip SA ;London;ICT;Online marketplace for holiday rentals.;https://www.top100startups.swiss/HouseTrip;2011;#NV;#NV;#NV;#NV
9;Malcisbo AG;Schlieren;Biotech;Platform to identify carbohydrate targets in pathogenic organisms;https://www.top100startups.swiss/Malcisbo;2011;8952;ZH;8.449001596;47.39503416
10;AÃ¯mago SAÂ  (acquired by Novadaq);Lausanne;Medtech;Taking the Guesswork out of Tissue Perfusion Assessment.;https://www.top100startups.swiss/Aimago;2011;1011;VD;6.643319582;46.52555634
11;Climeworks AG;ZÃ¼rich;Cleantech;Capturing CO2 from air;https://www.top100startups.swiss/Climeworks;2011;8002;ZH;8.532739248;47.36007156
12;Biognosys AG;Schlieren;Biotech;New standard in multiplexed protein quantification;https://www.top100startups.swiss/Biognosys;2011;8952;ZH;8.449001596;47.39503416
13;Redbiotec AG;Schlieren;Biotech;Therapeutic bacteria for treating cancer & genetic disorders;https://www.top100startups.swiss/Redbiotec;2011;8952;ZH;8.449001596;47.39503416
14;Neurimmune AG;Schlieren;Biotech;Identification of novel therapeutics for the treatment of neurodegenerative disorders;https://www.top100startups.swiss/Neurimmune;2011;8952;ZH;8.449001596;47.39503416
15;Lightbend SÃ rl (Typesafe);Lausanne;ICT;Scala programming language;https://www.top100startups.swiss/Lightbend;2011;1011;VD;6.643319582;46.52555634
16;Kooaba AG ;Cupertino;ICT;Unlock the information captured in images using sophisticated image recognition technology;https://www.top100startups.swiss/Kooaba;2011;#NV;#NV;#NV;#NV
17;Celeroton AG;Volketswil;Engineering;Ultra-highspeed electrical drive systems for renewable energy generation;https://www.top100startups.swiss/Celeroton;2011;8604;ZH;8.681473321;47.39421493
18;GetYourGuide AG;ZÃ¼rich;ICT;Booking website for tours and activities;https://www.top100startups.swiss/GetYourGuide;2011;8002;ZH;8.532739248;47.36007156
19;Stemergie Biotechnology SA;Geneva;Biotech;Targeting the roots of cancer in developing treatments and diagnostics;https://www.top100startups.swiss/Stemergie;2011;1208;GE;6.167579743;46.19844394
20;greenTEG AG;RÃ¼mlang;Cleantech;Experts in thermal sensing solutions for research & industry;https://www.top100startups.swiss/greenTEG;2011;8153;ZH;8.528807372;47.44750791
21;Atizo AG (acquired by Hyve);Bern;ICT;Virtual brainstorming platform with thousands of creative thinkers;https://www.top100startups.swiss/Atizo;2011;3004;BE;7.450025042;46.97530372
22;LiberoVision AG (acquired by Vizrt);ZÃ¼rich;ICT;Virtual sports enhancements;https://www.top100startups.swiss/Vizrt;2011;8002;ZH;8.532739248;47.36007156
23;BioVersys AG;Basel;Biotech;Novel antibacterial therapies - new targets;https://www.top100startups.swiss/BioVersys;2011;4051;BS;7.586450708;47.55404534
24;Arktis Radiation Detectors Ltd;ZÃ¼rich;Engineering;Platform technology for detecting ionizing radiation;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=816;2011;8002;ZH;8.532739248;47.36007156
25;Biocartis SA;Lausanne;Biotech;Molecular diagnostics platform;https://www.top100startups.swiss/Biocartis;2011;1011;VD;6.643319582;46.52555634
26;QualySense AG;Glattbrugg;Engineering;Sorting robot for grains, seeds and beans;https://www.top100startups.swiss/QualySense;2011;8152;ZH;8.562910786;47.43319518
27;Procedural (acquired by Esri Ltd.);Redlands;ICT;That startup caused an international sensation with its CityEngine package, which creates 3D urban environments.;https://www.top100startups.swiss/Esri;2011;#NV;#NV;#NV;#NV
28;PRECLIN Biosystems SA ;Epalinges;Biotech;In vivo preclinical testing platform;https://www.top100startups.swiss/Preclin;2011;1066;VD;6.668508946;46.55070386
29;Cilag GmbH International (former Covagen AG) ;Schlieren;Biotech;Creating the next generation of biologics;https://www.top100startups.swiss/Covagen;2011;8952;ZH;8.449001596;47.39503416
30;VirtaMed AG;Schlieren;Medtech;Simulators for medical training and education;https://www.top100startups.swiss/VirtaMed;2011;8952;ZH;8.449001596;47.39503416
31;Optical Additives GmbH;Staufen;Engineering;Convert any surface into a solar cell;https://www.top100startups.swiss/Optical;2011;5603;AG;8.159969564;47.37876032
32;Abionic SA;Epalinges;Medtech;The revolutionary in vitro diagnostic point-of-care platform;https://www.top100startups.swiss/Abionic;2011;1066;VD;6.668508946;46.55070386
33;Credentis AG;Windisch;Medtech;Treating initial caries without drilling;https://www.top100startups.swiss/Credentis;2011;5210;AG;8.222148838;47.47585335
34;ViSSee AG;Zug;ICT;Development of visual speed sensors;https://www.top100startups.swiss/ViSSee;2011;6300;ZG;8.503484562;47.16850232
35;restorm AG;ZÃ¼rich;ICT;The Restorm Internet platform networks musicians with their listeners as well as with event organizers and the media.;https://www.top100startups.swiss/restorm;2011;8002;ZH;8.532739248;47.36007156
36;Andiast Technolgoies GmbH (smartie.ch);ZÃ¼rich;ICT;Revolutionizing online insurance exchange;https://www.top100startups.swiss/smartie-ch;2011;8002;ZH;8.532739248;47.36007156
37;CAScination AG;Bern;Medtech;Image-guided liver surgeries;https://www.top100startups.swiss/CAScination;2011;3004;BE;7.450025042;46.97530372
38;BioXpress Therapeutics SA;Geneva;Biotech;High-quality biosimilar biologic APIs for unmet need indications;https://www.top100startups.swiss/bioXPRESS;2011;1208;GE;6.167579743;46.19844394
39;Zurich Instruments AG;ZÃ¼rich;Engineering;Instruments for dynamic signal analysis;https://www.top100startups.swiss/zurichinstruments;2011;8002;ZH;8.532739248;47.36007156
40;Squirro AG;ZÃ¼rich;ICT;AI Engine with a focus on unstructured data to drive top and;https://www.top100startups.swiss/Squirro;2011;8002;ZH;8.532739248;47.36007156
41;Attolight SA;Lausanne;Engineering;Ultrafast spectroscopy for NanoPhotonics;https://www.top100startups.swiss/Attolight;2011;1011;VD;6.643319582;46.52555634
42;Kandou Bus SA;Lausanne;Engineering;Low power consumption chip connections;https://www.top100startups.swiss/Kandou;2011;1011;VD;6.643319582;46.52555634
43;Goodshine AG (acquired by Ringier);ZÃ¼rich;ICT;Swiss marketleader in online couponing;https://www.top100startups.swiss/deindeal;2011;8002;ZH;8.532739248;47.36007156
44;joiz AG;ZÃ¼rich;ICT;This television station, which links the world of TV with Web 2.0 and targets viewers between the ages of 15 and 35, has gotten off to a good start.;https://www.top100startups.swiss/joiz;2011;8002;ZH;8.532739248;47.36007156
45;GenKyoTex S.A.;Plan-Les-Ouates;Biotech;Treatment of pathologies associated with overproduction of o;https://www.top100startups.swiss/GenKyoTex;2011;1228;GE;6.118033239;46.16415897
47;YouRehab;Schlieren;Medtech;Low-cost devices and entertaining gaming software to enable rehabilitation;https://www.top100startups.swiss/YouRehab;2011;8952;ZH;8.449001596;47.39503416
48;DECTRIS AG;Baden;Engineering;Next generation x-ray detectors;https://www.top100startups.swiss/DECTRIS;2011;5400;AG;8.2914096;47.47208225
49;Swisstom AG ;Landquart;Medtech;Medical devices to monitor the lung and heart function of patients;https://www.top100startups.swiss/Swisstom;2011;7302;GR;9.577188353;46.96162552
50;Luciole Medical AG (former NeMoDevices AG);ZÃ¼rich;Medtech;Innovative neuromonitoring systems;https://www.top100startups.swiss/LucioleMedical;2011;8002;ZH;8.532739248;47.36007156
51;Limmex;ZÃ¼rich;Engineering;Bringing women's health to the 21st century;https://www.top100startups.swiss/Limmex;2011;8002;ZH;8.532739248;47.36007156
52;Fontself;Lausanne;ICT;Fontself has developed software that makes it possible for users to use any font they wish in the Internet.;https://www.top100startups.swiss/Fontself;2011;1011;VD;6.643319582;46.52555634
53;RouteRank SA;Lausanne;ICT;IT solutions for travel and mobility;https://www.top100startups.swiss/RouteRank;2011;1011;VD;6.643319582;46.52555634
54;Aleva Neurotherapeutics SA;Lausanne;Medtech;Better therapies for neurological diseases;https://www.top100startups.swiss/Aleva;2011;1011;VD;6.643319582;46.52555634
55;The Faction Collective;Le Chable;Engineering;We design, produce and sell premium skis and outerwear;https://www.top100startups.swiss/The-faction;2011;1934;VS;7.208969231;46.08201767
56;MESA Imaging AG;ZÃ¼rich;Engineering;3D time of flight cameras;https://www.top100startups.swiss/MESA;2011;8002;ZH;8.532739248;47.36007156
57;Imina Technologies SA;Lausanne;Engineering;World's smallest commercial nanomanipulators;https://www.top100startups.swiss/Imina;2011;1011;VD;6.643319582;46.52555634
58;Lotaris SA;Yverdon-les-Bains;ICT;A thinking mobile app environment.;https://www.top100startups.swiss/Lotaris;2011;1400;VD;6.638517507;46.77623872
59;Searchbox SA;;ICT;Semantic engine software.;https://www.top100startups.swiss/Searchbox;2011;#NV;#NV;#NV;#NV
60;Enairys Powertech SA;Lausanne;Cleantech;Hydro-pneumatic energy conversion and storage solutions;https://www.top100startups.swiss/Enairys;2011;1011;VD;6.643319582;46.52555634
61;picoDRILL SA;Lausanne;Engineering;Technology for micro-machining and processing thin glass;https://www.top100startups.swiss/picoDRILL;2011;1011;VD;6.643319582;46.52555634
62;DSwiss AG;ZÃ¼rich;ICT;Digital safe-deposit boxes;https://www.top100startups.swiss/DSwiss;2011;8002;ZH;8.532739248;47.36007156
63;Koemei SA ;Martigny;ICT;Worldâ€™s first cloud based speech recognition solution specifically designed for multiparty conversations;https://www.top100startups.swiss/Koemei;2011;1920;VS;7.074542101;46.1094551
64;regenHU SA;Villaz-St-Pierre;Medtech;Solid freeform fabrication technology;https://www.top100startups.swiss/regenHU;2011;1690;FR;6.962149892;46.72091606
65;ProteoMediX AG;Schlieren;Biotech;Markers for prostate cancer;https://www.top100startups.swiss/ProteoMediX;2011;8952;ZH;8.449001596;47.39503416
66;GEROCO SA;Martigny;Cleantech;Helping people managing their home energy consumption;https://www.top100startups.swiss/GEROCO;2011;1920;VS;7.074542101;46.1094551
67;Bcomp AG;Fribourg;Cleantech;Superior products from natural fibers;https://www.top100startups.swiss/Bcomp;2011;1700;FR;7.163625853;46.80665808
68;Nanotion AG;Zurich;Engineering;Detection of nanoparticles combining scientific research together with its industrial application;https://www.top100startups.swiss/Nanotion;2011;8001;ZH;8.541734555;47.37208749
69;Millform AG;ZÃ¼rich;ICT;Gbanga is the game where you walk in the real world to play mixed-reality quests and score virtual points.;https://www.top100startups.swiss/Millform;2011;8002;ZH;8.532739248;47.36007156
70;connex.io AG;;ICT;Smart address book solution reducing the hassle of managing contact information;https://www.top100startups.swiss/connex_io;2011;#NV;#NV;#NV;#NV
71;THELKIN GmbH;Winterthur;Medtech;Characterization of orthopaedic implants and other medical devices;https://www.top100startups.swiss/THELKIN;2011;8405;ZH;8.776009743;47.47804737
72;Virometix AG;Schlieren;Biotech;Vaccines using its Synthetic Virus-Like Particle (SVLP) technology;https://www.top100startups.swiss/Virometix;2011;8952;ZH;8.449001596;47.39503416
73;compliant concept AG;Fehraltorf;Medtech;New solution for the therapy and prevention of pressure ulcers;https://www.top100startups.swiss/Compliant;2011;8320;ZH;8.750000375;47.38704552
74;Adoptics AG;Brugg;Medtech;Novel accommodating intraocular lens (AIOL) to treat cataract and presbyopia.;https://www.top100startups.swiss/Adoptics;2011;5200;AG;8.211196526;47.48639705
75;ChromaCon AG (acquired by YMC);ZÃ¼rich;Biotech;ChromaCon AG is a biopharmaceutical company providing enabling purification technologies, equipment and services.;https://www.top100startups.swiss/ChromaCon;2011;8002;ZH;8.532739248;47.36007156
76;Shadow Government AG;ZÃ¼rich;ICT;Shadow Government is spearheading an entirely new form of social gaming .;https://www.top100startups.swiss/Shadow;2011;8002;ZH;8.532739248;47.36007156
77;Coguan Group AG;Zug;ICT;Web advertisement management solutions;https://www.top100startups.swiss/Coguan;2011;6300;ZG;8.503484562;47.16850232
