,name,category_1,category_2,category_3,category_4,category_5,category_6,category_7,category_8,category_9,category_10,category_11,category_12,category_13,category_14,category_15,category_16,category_17,category_18,category_19,category_20,category_21,incorporated,long description,company_website,link
443,VirtaMed AG,Medtech,AR/VR/MR,Education,Machine Learning / AI,Robotics,Medical devices,Orthopedics,Software,Surgery,Urology,,,,,,,,,,,,October 2007,"VirtaMed believes that all patients should experience world-class surgical excellence. Since 2007, we empower surgeons to reach proficiency by integrating intelligent simulation into medical education. Today, there are over 100 VirtaMedians worldwide, with innovation headquartered in Zurich, Switzerland, and a global network of expert partners. VirtaMed’s simulation and advanced data analytics are embedded into medical education in collaboration with hospitals, medical societies, and life science companies.  VirtaMedians passionately live innovation in a customer-oriented, agile, diverse and inclusive work environment.",https://www.virtamed.com,https://www.top100startups.swiss/VirtaMed
444,StereoTools SA,Medtech,Surgery,,,,,,,,,,,,,,,,,,,,December 2010,"StereoTools has been founded in May 2009 to improve neurosurgical diagnostic and treatment procedures. The company gathers experts of neurosurgery, medical technologies, micro-mechanics, homologation and business development.With one office in Lausanne, one office in Neuchâtel and with strong local academic collaborations, StereoTools benefits from various key expertise in scientific (EPFL) and medical researches (CHUV) as well as in micro mechanics and production (HE-Arc). StereoTools has developed a new kind of guide for needle or electrode placement during stereotactic neurosurgery. Combined with MR imaging, this guide allows to reach a precise target inside the brain, for biopsies, deep brain stimulations, etc. It has significant advantages on the existing solutions for all the actors involved: patients, neurosurgeons and hospital managers.",,https://www.top100startups.swiss/StereoTools
445,Agile Wind Power AG,Cleantech,Cleantech,Energy production,Renewable energy,,,,,,,,,,,,,,,,,,March 2010,"Agile Wind Power is the developer and manufacturer of Vertical Sky®, a breakthrough technology, made for distributed power production. Vertical Sky® is a large industrial scale wind turbine with a much lower environmental impact.The future of energy supply is decentralized and there is a high demand for power intensive applications in commerce & industry. Beside other renewables wind energy would be an optimal complement for local electricity generation. Conventional wind turbines are unsuitable near populated areas and often not accepted.Agile Wind Power offers a cost-effective and game-changing wind turbine which is nearly soundless, has a more integrated appearance and other advantages that makes it more compatible with the environment and allows the use of new locations.",http://www.agilewindpower.com,https://www.top100startups.swiss/Agile
446,c-crowd AG,ICT,Fintech,,,,,,,,,,,,,,,,,,,,November 2010,"As Switzerland’s pioneering crowd-investing platform, c-crowd brings together innovative entrepreneurs and investors. We give you the opportunity, already with modest investment amounts, to become shareholder of a startup and begin building your own portfolio of participations. c-crowd opens up the exclusive circle of people who have access to professionally prepared projects while facilitating alternative investments. Therefore, c-crowd represents a new way of financing entrepreneurs while democratising the concept of business angels. In 2017 we have teamed up with Raizers.com, a pan-European platform with which we will open doors for entrepreneurs and investors in Switzerland, France, Luxembourg and Belgium.",http://www.c-crowd.com,https://www.top100startups.swiss/c-crowd
447,Goodshine AG (acquired by Ringier),ICT,Consumer,,,,,,,,,,,,,,,,,,,,February 2010,DeinDeal enables you to do the things in life that you don't usually afford. The limited time offers on our different channels inspire you to new and surprising ideas and lead you into a new world.,http://www.deindeal.ch,https://www.top100startups.swiss/deindeal
448,Virometix AG,Biotech,Vaccines,,,,,,,,,,,,,,,,,,,,September 2009,"Virometix develops a new generation of vaccines using its Synthetic Virus-Like Particle (SVLP) technology, which enables the creation of a novel type of synthetic nanoparticles. Similarly to real viruses, SVLPs can generate a strong and long-lasting immune response. However, unlike real viruses, SVLPs are made entirely by chemical synthesis with associated advantages in stability, safety, production and quality control, and are completely modular. This enables the design of tailored vaccines for the prevention and treatment of a broad range of infectious and chronic human diseases. Virometix is developing several vaccines including one against streptococcal diseases.",http://www.virometix.com,https://www.top100startups.swiss/Virometix
449,Atizo AG (acquired by Hyve),ICT,Cloud,Consumer,Enterprise,Gaming,Internet,Media,Mobile,Open source,Social networks,Software,,,,,,,,,,,June 2009,"Over 20'000 users are generating product and marketing ideas on Atizo. Customers of Atizo are Rivella, Wander, Zürich, o2 and many others. Atizo is available in German, English, French and Chinese. Migros already developed 7 products you now find on their shelves: http://pinterest.com/migros/crowdsourced-products/",https://www.hyve.net/de/,https://www.top100startups.swiss/Atizo
450,The Faction Collective,Engineering,Consumer products,Media,Sport,,,,,,,,,,,,,,,,,,December 2006,"We’re creating a new era of outdoor brands that put people and the planet first. Faction SkisFounded in Verbier in 2006, Faction produces award-winning skis and films for a global collective of skiers who want to experience the pure freedom of the mountains. Faction’s designs and products have shaped a culture of freeskiing that exists to challenge stagnation within the industry and create a more liberated, sustainable space in the outdoors. FW ApparelFW designs high-performance apparel with newschool style. Each FW piece is created only if it can be different, inspirational, and redefine what exists today.  United Shapes SnowboardUnited Shapes is a modern brand building the future of snowboarding, created by lifelong snowboarders deeply entrenched in its history and lifestyle.",https://www.fullstacksupply.co/,https://www.top100startups.swiss/The-faction
451,Run my Accounts AG,Fintech,Consulting services,Fintech,Services for companies,Software,,,,,,,,,,,,,,,,,June 2008,"""Focus on your core business!"" - Unfortunately, for most SME's the reality is different - often in form of accounting. Run my Accounts scans SME's documents directly in the postal scanning center. Run my Accounts customers approve the documents in the online workflow tool. Payments are uploaded to the customer's e-banking. Current numbers are available in Run my Accounts web-app. Bookkeeping has never been easier.",http://www.runmyaccounts.ch,https://www.top100startups.swiss/RunMyAccounts
452,BEN Energy AG,Cleantech,Energy efficiency,Big Data,Cloud,Software,,,,,,,,,,,,,,,,,May 2011,"BEN Energy is the leading provider of cloud-based data analytics software for the utility market in Germany and Switzerland. Our predictive analytics platform provides utilities with the right customer intelligence to evolve from energy to service provider. With 25 utility clients, our strong knowledge base allows utilities' to turn their customer data into relevant insights.",http://www.ben-energy.com,https://www.top100startups.swiss/BEN
453,Andiast Technolgoies GmbH (smartie.ch),ICT,Fintech,Marketplace,Services for companies,Services for consumers,,,,,,,,,,,,,,,,,December 2012,"Smartie.ch by Andiast Technologies aims to become the Tripadvisor for the insurance business. It brings insurance companies, agents and customers together to make smart buying and selling of insurance services simple. It will increase efficiency and transparency of the market and increase productivity of insurance agents. All in a unified, mobile enabled and easy to use platform. This platform will accumulate large amounts of data most valuable to insurance companies using modern analytics techniques.",,https://www.top100startups.swiss/smartie-ch
